m,meant,maxt,mint,meanb,maxb,minb
224651,0.2203E-03,0.2434E-03,0.2007E-03,0.8190E+10,0.8953E+10,0.7383E+10
224701,0.2272E-03,0.3052E-03,0.2003E-03,0.8056E+10,0.8976E+10,0.5890E+10
224751,0.2290E-03,0.3030E-03,0.2124E-03,0.7928E+10,0.8464E+10,0.5933E+10
224801,0.2588E-03,0.3047E-03,0.2382E-03,0.6991E+10,0.7551E+10,0.5902E+10
224851,0.2491E-03,0.2887E-03,0.2320E-03,0.7248E+10,0.7754E+10,0.6230E+10
224901,0.2321E-03,0.3245E-03,0.2036E-03,0.7914E+10,0.8837E+10,0.5545E+10
224951,0.2039E-03,0.2382E-03,0.1953E-03,0.8855E+10,0.9216E+10,0.7556E+10
225001,0.2169E-03,0.2792E-03,0.1953E-03,0.8427E+10,0.9218E+10,0.6447E+10
225051,0.2394E-03,0.2885E-03,0.2115E-03,0.7584E+10,0.8513E+10,0.6241E+10
225101,0.2565E-03,0.3002E-03,0.2427E-03,0.7054E+10,0.7420E+10,0.5999E+10
225151,0.2437E-03,0.3154E-03,0.2058E-03,0.7468E+10,0.8754E+10,0.5710E+10
225201,0.2467E-03,0.3049E-03,0.2251E-03,0.7355E+10,0.8005E+10,0.5908E+10
225251,0.2137E-03,0.2363E-03,0.1967E-03,0.8466E+10,0.9161E+10,0.7627E+10
225301,0.2023E-03,0.2408E-03,0.1950E-03,0.8940E+10,0.9242E+10,0.7485E+10
225351,0.2252E-03,0.3033E-03,0.1950E-03,0.8160E+10,0.9244E+10,0.5945E+10
225401,0.2297E-03,0.2434E-03,0.2220E-03,0.7858E+10,0.8124E+10,0.7408E+10
225451,0.2620E-03,0.2928E-03,0.2332E-03,0.6931E+10,0.7735E+10,0.6160E+10
225501,0.2321E-03,0.2646E-03,0.2105E-03,0.7809E+10,0.8569E+10,0.6817E+10
225551,0.2465E-03,0.3316E-03,0.2241E-03,0.7411E+10,0.8051E+10,0.5441E+10
225601,0.2136E-03,0.2508E-03,0.1998E-03,0.8482E+10,0.9033E+10,0.7196E+10
225651,0.2021E-03,0.2296E-03,0.1953E-03,0.8950E+10,0.9245E+10,0.7863E+10
225701,0.2310E-03,0.3536E-03,0.1955E-03,0.8053E+10,0.9236E+10,0.5107E+10
225751,0.2290E-03,0.2363E-03,0.2234E-03,0.7890E+10,0.8084E+10,0.7644E+10
225801,0.2527E-03,0.2904E-03,0.2117E-03,0.7229E+10,0.8532E+10,0.6221E+10
225851,0.2525E-03,0.3467E-03,0.2210E-03,0.7258E+10,0.8175E+10,0.5212E+10
225901,0.2355E-03,0.3068E-03,0.2189E-03,0.7745E+10,0.8257E+10,0.5890E+10
225951,0.2171E-03,0.2489E-03,0.1974E-03,0.8372E+10,0.9157E+10,0.7262E+10
226001,0.2003E-03,0.2167E-03,0.1941E-03,0.9040E+10,0.9316E+10,0.8343E+10
226051,0.2337E-03,0.3133E-03,0.2041E-03,0.7900E+10,0.8861E+10,0.5772E+10
226101,0.2311E-03,0.2532E-03,0.2246E-03,0.7838E+10,0.8054E+10,0.7144E+10
226151,0.2395E-03,0.2861E-03,0.2029E-03,0.7622E+10,0.8917E+10,0.6324E+10
226201,0.2527E-03,0.2987E-03,0.2229E-03,0.7213E+10,0.8118E+10,0.6057E+10
226251,0.2375E-03,0.3371E-03,0.2060E-03,0.7759E+10,0.8787E+10,0.5369E+10
226301,0.2160E-03,0.2556E-03,0.1984E-03,0.8438E+10,0.9127E+10,0.7083E+10
226351,0.2044E-03,0.2289E-03,0.1969E-03,0.8877E+10,0.9195E+10,0.7912E+10
226401,0.2381E-03,0.2582E-03,0.2210E-03,0.7623E+10,0.8195E+10,0.7015E+10
226451,0.2486E-03,0.2820E-03,0.2301E-03,0.7326E+10,0.7874E+10,0.6423E+10
226501,0.2326E-03,0.2911E-03,0.2017E-03,0.7870E+10,0.8984E+10,0.6224E+10
226551,0.2497E-03,0.3231E-03,0.2236E-03,0.7333E+10,0.8104E+10,0.5610E+10
226601,0.2429E-03,0.3240E-03,0.2067E-03,0.7610E+10,0.8770E+10,0.5595E+10
226651,0.2103E-03,0.2491E-03,0.1979E-03,0.8683E+10,0.9163E+10,0.7278E+10
226701,0.2040E-03,0.2184E-03,0.1979E-03,0.8898E+10,0.9165E+10,0.8304E+10
226751,0.2225E-03,0.2599E-03,0.1998E-03,0.8199E+10,0.9079E+10,0.6980E+10
226801,0.2415E-03,0.2844E-03,0.2155E-03,0.7563E+10,0.8418E+10,0.6379E+10
226851,0.2300E-03,0.3457E-03,0.1993E-03,0.8105E+10,0.9105E+10,0.5250E+10
226901,0.2468E-03,0.2816E-03,0.2320E-03,0.7379E+10,0.7825E+10,0.6447E+10
226951,0.2381E-03,0.3052E-03,0.2055E-03,0.7721E+10,0.8834E+10,0.5949E+10
227001,0.2112E-03,0.2546E-03,0.1981E-03,0.8665E+10,0.9166E+10,0.7132E+10
227051,0.2053E-03,0.2480E-03,0.1953E-03,0.8900E+10,0.9302E+10,0.7326E+10
227101,0.2403E-03,0.2873E-03,0.2139E-03,0.7654E+10,0.8495E+10,0.6324E+10
227151,0.2446E-03,0.3190E-03,0.2177E-03,0.7526E+10,0.8348E+10,0.5697E+10
227201,0.2171E-03,0.2620E-03,0.1988E-03,0.8425E+10,0.9141E+10,0.6937E+10
227251,0.2746E-03,0.3128E-03,0.2480E-03,0.6657E+10,0.7332E+10,0.5812E+10
227301,0.2724E-03,0.4101E-03,0.2100E-03,0.6941E+10,0.8657E+10,0.4434E+10
227351,0.2083E-03,0.2439E-03,0.1972E-03,0.8766E+10,0.9224E+10,0.7457E+10
227401,0.2154E-03,0.2549E-03,0.1981E-03,0.8518E+10,0.9182E+10,0.7138E+10
227451,0.2290E-03,0.2496E-03,0.2112E-03,0.7974E+10,0.8614E+10,0.7289E+10
227501,0.2587E-03,0.3479E-03,0.2017E-03,0.7256E+10,0.9023E+10,0.5232E+10
227551,0.2197E-03,0.2472E-03,0.1979E-03,0.8350E+10,0.9199E+10,0.7363E+10
227601,0.2408E-03,0.2525E-03,0.2253E-03,0.7574E+10,0.8082E+10,0.7212E+10
227651,0.2232E-03,0.2880E-03,0.2003E-03,0.8263E+10,0.9094E+10,0.6323E+10
227701,0.2112E-03,0.2334E-03,0.1993E-03,0.8646E+10,0.9139E+10,0.7804E+10
227751,0.2235E-03,0.3278E-03,0.1976E-03,0.8334E+10,0.9218E+10,0.5558E+10
227801,0.2368E-03,0.2477E-03,0.2303E-03,0.7699E+10,0.7913E+10,0.7357E+10
227851,0.2494E-03,0.2849E-03,0.2258E-03,0.7361E+10,0.8073E+10,0.6398E+10
227901,0.2264E-03,0.2556E-03,0.2019E-03,0.8094E+10,0.9028E+10,0.7133E+10
227951,0.2463E-03,0.3181E-03,0.2229E-03,0.7499E+10,0.8180E+10,0.5734E+10
228001,0.2295E-03,0.2768E-03,0.2053E-03,0.8025E+10,0.8886E+10,0.6590E+10
228051,0.2058E-03,0.2217E-03,0.1976E-03,0.8879E+10,0.9231E+10,0.8228E+10
228101,0.2310E-03,0.3593E-03,0.1967E-03,0.8111E+10,0.9277E+10,0.5079E+10
228151,0.2306E-03,0.2358E-03,0.2251E-03,0.7915E+10,0.8110E+10,0.7741E+10
228201,0.2485E-03,0.3200E-03,0.2105E-03,0.7454E+10,0.8672E+10,0.5706E+10
228251,0.2341E-03,0.2735E-03,0.2079E-03,0.7839E+10,0.8783E+10,0.6677E+10
228301,0.2424E-03,0.3006E-03,0.2217E-03,0.7586E+10,0.8237E+10,0.6075E+10
228351,0.2169E-03,0.2303E-03,0.2007E-03,0.8440E+10,0.9100E+10,0.7932E+10
228401,0.2041E-03,0.2315E-03,0.1976E-03,0.8973E+10,0.9245E+10,0.7893E+10
228451,0.2271E-03,0.2747E-03,0.1986E-03,0.8145E+10,0.9202E+10,0.6654E+10
228501,0.2388E-03,0.2780E-03,0.2241E-03,0.7696E+10,0.8157E+10,0.6576E+10
228551,0.2564E-03,0.2992E-03,0.2215E-03,0.7180E+10,0.8255E+10,0.6111E+10
228601,0.2449E-03,0.2649E-03,0.2089E-03,0.7506E+10,0.8756E+10,0.6904E+10
228651,0.2542E-03,0.3457E-03,0.2117E-03,0.7309E+10,0.8640E+10,0.5291E+10
228701,0.2132E-03,0.2642E-03,0.1984E-03,0.8668E+10,0.9223E+10,0.6926E+10
228751,0.2047E-03,0.2284E-03,0.1976E-03,0.8958E+10,0.9259E+10,0.8012E+10
228801,0.2386E-03,0.2592E-03,0.2108E-03,0.7704E+10,0.8685E+10,0.7063E+10
228851,0.2485E-03,0.2863E-03,0.2203E-03,0.7397E+10,0.8311E+10,0.6394E+10
228901,0.2361E-03,0.3798E-03,0.2005E-03,0.8089E+10,0.9133E+10,0.4821E+10
228951,0.2487E-03,0.2840E-03,0.2294E-03,0.7391E+10,0.7986E+10,0.6450E+10
229001,0.2453E-03,0.3357E-03,0.2055E-03,0.7628E+10,0.8914E+10,0.5457E+10
229051,0.2230E-03,0.2458E-03,0.2038E-03,0.8245E+10,0.8989E+10,0.7455E+10
229101,0.2421E-03,0.3529E-03,0.2017E-03,0.7773E+10,0.9087E+10,0.5194E+10
229151,0.2712E-03,0.3469E-03,0.2158E-03,0.6941E+10,0.8496E+10,0.5285E+10
229201,0.2384E-03,0.2832E-03,0.2210E-03,0.7728E+10,0.8296E+10,0.6474E+10
229251,0.2251E-03,0.2737E-03,0.2017E-03,0.8221E+10,0.9093E+10,0.6701E+10
229301,0.2434E-03,0.2673E-03,0.2317E-03,0.7547E+10,0.7916E+10,0.6864E+10
229351,0.2241E-03,0.2842E-03,0.2058E-03,0.8258E+10,0.8917E+10,0.6456E+10
229401,0.2250E-03,0.2480E-03,0.2055E-03,0.8176E+10,0.8930E+10,0.7401E+10
229451,0.2313E-03,0.2670E-03,0.2043E-03,0.7999E+10,0.8984E+10,0.6874E+10
229501,0.2615E-03,0.4299E-03,0.2162E-03,0.7300E+10,0.8490E+10,0.4271E+10
229551,0.2362E-03,0.2797E-03,0.2143E-03,0.7850E+10,0.8568E+10,0.6566E+10
229601,0.2315E-03,0.2553E-03,0.2015E-03,0.7984E+10,0.9117E+10,0.7193E+10
229651,0.2126E-03,0.2251E-03,0.2053E-03,0.8649E+10,0.8950E+10,0.8163E+10
229701,0.2088E-03,0.2167E-03,0.2043E-03,0.8804E+10,0.8994E+10,0.8479E+10
229751,0.2395E-03,0.2677E-03,0.2079E-03,0.7740E+10,0.8841E+10,0.6865E+10
229801,0.2459E-03,0.2975E-03,0.2084E-03,0.7586E+10,0.8822E+10,0.6179E+10
229851,0.2370E-03,0.2739E-03,0.2189E-03,0.7800E+10,0.8401E+10,0.6712E+10
229901,0.2313E-03,0.2916E-03,0.2112E-03,0.8028E+10,0.8707E+10,0.6308E+10
229951,0.2705E-03,0.3612E-03,0.2201E-03,0.6953E+10,0.8360E+10,0.5093E+10
230001,0.2192E-03,0.2694E-03,0.2031E-03,0.8448E+10,0.9058E+10,0.6830E+10
230051,0.2343E-03,0.2728E-03,0.2100E-03,0.7920E+10,0.8762E+10,0.6748E+10
230101,0.2167E-03,0.2556E-03,0.2072E-03,0.8524E+10,0.8885E+10,0.7202E+10
230151,0.2416E-03,0.2794E-03,0.2134E-03,0.7680E+10,0.8629E+10,0.6589E+10
230201,0.2599E-03,0.3011E-03,0.2325E-03,0.7135E+10,0.7922E+10,0.6116E+10
230251,0.2254E-03,0.2422E-03,0.2117E-03,0.8186E+10,0.8700E+10,0.7604E+10
230301,0.2569E-03,0.3648E-03,0.2158E-03,0.7358E+10,0.8539E+10,0.5051E+10
230351,0.2271E-03,0.2706E-03,0.2108E-03,0.8154E+10,0.8744E+10,0.6810E+10
230401,0.2979E-03,0.3307E-03,0.2627E-03,0.6219E+10,0.7015E+10,0.5574E+10
230451,0.2602E-03,0.3517E-03,0.2170E-03,0.7253E+10,0.8497E+10,0.5242E+10
230501,0.2828E-03,0.4048E-03,0.2279E-03,0.6726E+10,0.8090E+10,0.4555E+10
230551,0.2592E-03,0.4032E-03,0.2055E-03,0.7384E+10,0.8974E+10,0.4575E+10
230601,0.2557E-03,0.3483E-03,0.2134E-03,0.7389E+10,0.8645E+10,0.5296E+10
230651,0.2808E-03,0.4036E-03,0.2224E-03,0.6792E+10,0.8295E+10,0.4571E+10
230701,0.2428E-03,0.3159E-03,0.2072E-03,0.7714E+10,0.8908E+10,0.5842E+10
230751,0.2497E-03,0.3614E-03,0.2015E-03,0.7731E+10,0.9163E+10,0.5107E+10
230801,0.2698E-03,0.4969E-03,0.2191E-03,0.7355E+10,0.8427E+10,0.3716E+10
230851,0.2632E-03,0.3316E-03,0.2174E-03,0.7110E+10,0.8494E+10,0.5569E+10
230901,0.2459E-03,0.3130E-03,0.2124E-03,0.7665E+10,0.8696E+10,0.5901E+10
230951,0.2653E-03,0.3915E-03,0.2029E-03,0.7294E+10,0.9106E+10,0.4720E+10
231001,0.2367E-03,0.2880E-03,0.2148E-03,0.7885E+10,0.8603E+10,0.6416E+10
231051,0.2174E-03,0.2773E-03,0.2019E-03,0.8582E+10,0.9153E+10,0.6666E+10
231101,0.2795E-03,0.4113E-03,0.2179E-03,0.6913E+10,0.8484E+10,0.4495E+10
231151,0.2650E-03,0.3479E-03,0.2208E-03,0.7074E+10,0.8376E+10,0.5316E+10
231201,0.2258E-03,0.2832E-03,0.2022E-03,0.8304E+10,0.9148E+10,0.6530E+10
231251,0.2610E-03,0.3021E-03,0.2196E-03,0.7142E+10,0.8425E+10,0.6124E+10
231301,0.2408E-03,0.2861E-03,0.2124E-03,0.7762E+10,0.8711E+10,0.6468E+10
231351,0.2320E-03,0.2725E-03,0.2034E-03,0.8059E+10,0.9101E+10,0.6792E+10
231401,0.2775E-03,0.3626E-03,0.2234E-03,0.6845E+10,0.8287E+10,0.5105E+10
231451,0.2595E-03,0.3073E-03,0.2341E-03,0.7190E+10,0.7909E+10,0.6025E+10
231501,0.2198E-03,0.2522E-03,0.2105E-03,0.8459E+10,0.8797E+10,0.7342E+10
231551,0.2155E-03,0.2339E-03,0.2067E-03,0.8605E+10,0.8961E+10,0.7920E+10
231601,0.2110E-03,0.2334E-03,0.2055E-03,0.8792E+10,0.9015E+10,0.7938E+10
231651,0.2319E-03,0.2553E-03,0.2060E-03,0.8027E+10,0.8996E+10,0.7258E+10
231701,0.2150E-03,0.2391E-03,0.2074E-03,0.8639E+10,0.8936E+10,0.7751E+10
231751,0.2426E-03,0.2720E-03,0.2213E-03,0.7673E+10,0.8380E+10,0.6815E+10
231801,0.2803E-03,0.3777E-03,0.2220E-03,0.6762E+10,0.8354E+10,0.4910E+10
231851,0.2194E-03,0.2487E-03,0.2079E-03,0.8479E+10,0.8922E+10,0.7459E+10
231901,0.2343E-03,0.2899E-03,0.2098E-03,0.7982E+10,0.8842E+10,0.6399E+10
231951,0.2190E-03,0.2406E-03,0.2096E-03,0.8488E+10,0.8854E+10,0.7714E+10
232001,0.2730E-03,0.3505E-03,0.2139E-03,0.6960E+10,0.8679E+10,0.5296E+10
232051,0.2473E-03,0.3395E-03,0.2129E-03,0.7644E+10,0.8719E+10,0.5468E+10
232101,0.2658E-03,0.2844E-03,0.2351E-03,0.7006E+10,0.7899E+10,0.6528E+10
232151,0.3202E-03,0.4747E-03,0.2263E-03,0.6065E+10,0.8208E+10,0.3912E+10
232201,0.2490E-03,0.2897E-03,0.2234E-03,0.7504E+10,0.8315E+10,0.6413E+10
232251,0.2385E-03,0.3133E-03,0.2072E-03,0.7893E+10,0.8968E+10,0.5931E+10
232301,0.2450E-03,0.3033E-03,0.2179E-03,0.7661E+10,0.8528E+10,0.6128E+10
232351,0.3066E-03,0.5405E-03,0.2306E-03,0.6536E+10,0.8062E+10,0.3439E+10
232401,0.2574E-03,0.3400E-03,0.2172E-03,0.7329E+10,0.8560E+10,0.5469E+10
232451,0.2554E-03,0.2995E-03,0.2346E-03,0.7332E+10,0.7927E+10,0.6210E+10
232501,0.3292E-03,0.4213E-03,0.2680E-03,0.5755E+10,0.6941E+10,0.4415E+10
232551,0.2811E-03,0.3304E-03,0.2339E-03,0.6712E+10,0.7954E+10,0.5630E+10
232601,0.2537E-03,0.2882E-03,0.2162E-03,0.7389E+10,0.8605E+10,0.6456E+10
232651,0.2926E-03,0.3979E-03,0.2079E-03,0.6619E+10,0.8952E+10,0.4677E+10
232701,0.2536E-03,0.2937E-03,0.2244E-03,0.7410E+10,0.8298E+10,0.6338E+10
232751,0.2195E-03,0.2601E-03,0.2036E-03,0.8557E+10,0.9145E+10,0.7158E+10
232801,0.2369E-03,0.2840E-03,0.2074E-03,0.7932E+10,0.8979E+10,0.6559E+10
232851,0.2420E-03,0.3080E-03,0.2120E-03,0.7796E+10,0.8789E+10,0.6047E+10
232901,0.2440E-03,0.2682E-03,0.2210E-03,0.7673E+10,0.8430E+10,0.6947E+10
232951,0.2326E-03,0.3033E-03,0.2031E-03,0.8161E+10,0.9174E+10,0.6145E+10
233001,0.2620E-03,0.3462E-03,0.2210E-03,0.7296E+10,0.8434E+10,0.5384E+10
233051,0.2359E-03,0.2503E-03,0.2222E-03,0.7913E+10,0.8390E+10,0.7448E+10
233101,0.2259E-03,0.2644E-03,0.2060E-03,0.8312E+10,0.9053E+10,0.7053E+10
233151,0.2553E-03,0.2880E-03,0.2253E-03,0.7354E+10,0.8279E+10,0.6476E+10
233201,0.2347E-03,0.2851E-03,0.2096E-03,0.8033E+10,0.8902E+10,0.6543E+10
233251,0.2466E-03,0.2859E-03,0.2227E-03,0.7626E+10,0.8380E+10,0.6528E+10
233301,0.2954E-03,0.3800E-03,0.2346E-03,0.6425E+10,0.7956E+10,0.4911E+10
233351,0.2667E-03,0.3645E-03,0.2193E-03,0.7196E+10,0.8511E+10,0.5121E+10
233401,0.2234E-03,0.2496E-03,0.2079E-03,0.8387E+10,0.8981E+10,0.7480E+10
233451,0.2200E-03,0.2370E-03,0.2093E-03,0.8508E+10,0.8922E+10,0.7881E+10
233501,0.2136E-03,0.2325E-03,0.2072E-03,0.8758E+10,0.9016E+10,0.8036E+10
233551,0.2445E-03,0.3033E-03,0.2089E-03,0.7746E+10,0.8946E+10,0.6161E+10
233601,0.2243E-03,0.2513E-03,0.2077E-03,0.8368E+10,0.8999E+10,0.7437E+10
233651,0.2337E-03,0.2732E-03,0.2115E-03,0.8029E+10,0.8839E+10,0.6841E+10
233701,0.2436E-03,0.2992E-03,0.2146E-03,0.7747E+10,0.8713E+10,0.6248E+10
233751,0.2404E-03,0.2899E-03,0.2146E-03,0.7870E+10,0.8715E+10,0.6450E+10
233801,0.2297E-03,0.2861E-03,0.2103E-03,0.8204E+10,0.8895E+10,0.6538E+10
233851,0.2415E-03,0.3123E-03,0.2086E-03,0.7908E+10,0.8968E+10,0.5990E+10
233901,0.2386E-03,0.3059E-03,0.2093E-03,0.7961E+10,0.8939E+10,0.6117E+10
233951,0.2324E-03,0.2685E-03,0.2117E-03,0.8106E+10,0.8840E+10,0.6972E+10
234001,0.2685E-03,0.3190E-03,0.2298E-03,0.7073E+10,0.8145E+10,0.5868E+10
234051,0.2279E-03,0.2711E-03,0.2105E-03,0.8278E+10,0.8894E+10,0.6907E+10
234101,0.2311E-03,0.2551E-03,0.2146E-03,0.8123E+10,0.8728E+10,0.7341E+10
234151,0.2292E-03,0.2739E-03,0.2089E-03,0.8215E+10,0.8969E+10,0.6838E+10
234201,0.2577E-03,0.3247E-03,0.2084E-03,0.7400E+10,0.8991E+10,0.5770E+10
234251,0.2459E-03,0.2861E-03,0.2172E-03,0.7690E+10,0.8628E+10,0.6550E+10
234301,0.2940E-03,0.3858E-03,0.2284E-03,0.6603E+10,0.8207E+10,0.4859E+10
234351,0.2878E-03,0.3967E-03,0.2120E-03,0.6711E+10,0.8845E+10,0.4726E+10
234401,0.2555E-03,0.3583E-03,0.2193E-03,0.7551E+10,0.8549E+10,0.5233E+10
234451,0.2871E-03,0.3958E-03,0.2105E-03,0.6794E+10,0.8909E+10,0.4739E+10
234501,0.2385E-03,0.2630E-03,0.2196E-03,0.7893E+10,0.8543E+10,0.7134E+10
234551,0.2493E-03,0.3304E-03,0.2077E-03,0.7791E+10,0.9036E+10,0.5678E+10
234601,0.3014E-03,0.4749E-03,0.2222E-03,0.6589E+10,0.8446E+10,0.3952E+10
234651,0.2628E-03,0.3407E-03,0.2141E-03,0.7245E+10,0.8768E+10,0.5510E+10
234701,0.2363E-03,0.2904E-03,0.2086E-03,0.8040E+10,0.9000E+10,0.6466E+10
234751,0.2770E-03,0.4005E-03,0.2186E-03,0.6998E+10,0.8590E+10,0.4689E+10
234801,0.2314E-03,0.2635E-03,0.2065E-03,0.8172E+10,0.9098E+10,0.7130E+10
234851,0.2460E-03,0.3304E-03,0.2062E-03,0.7845E+10,0.9110E+10,0.5686E+10
234901,0.3170E-03,0.4678E-03,0.2227E-03,0.6292E+10,0.8439E+10,0.4017E+10
234951,0.2812E-03,0.3452E-03,0.2365E-03,0.6740E+10,0.7947E+10,0.5445E+10
235001,0.2500E-03,0.2823E-03,0.2151E-03,0.7569E+10,0.8742E+10,0.6660E+10
235051,0.2600E-03,0.4182E-03,0.2093E-03,0.7731E+10,0.8983E+10,0.4497E+10
235101,0.2271E-03,0.2458E-03,0.2091E-03,0.8317E+10,0.8995E+10,0.7651E+10
235151,0.2239E-03,0.2816E-03,0.2089E-03,0.8468E+10,0.9007E+10,0.6681E+10
235201,0.2548E-03,0.2751E-03,0.2234E-03,0.7421E+10,0.8423E+10,0.6839E+10
235251,0.2776E-03,0.3517E-03,0.2525E-03,0.6842E+10,0.7454E+10,0.5352E+10
235301,0.2426E-03,0.2933E-03,0.2108E-03,0.7867E+10,0.8931E+10,0.6419E+10
235351,0.2322E-03,0.2906E-03,0.2127E-03,0.8205E+10,0.8853E+10,0.6478E+10
235401,0.2442E-03,0.2902E-03,0.2160E-03,0.7800E+10,0.8718E+10,0.6490E+10
235451,0.2665E-03,0.3924E-03,0.2241E-03,0.7265E+10,0.8405E+10,0.4800E+10
235501,0.2971E-03,0.3731E-03,0.2401E-03,0.6499E+10,0.7847E+10,0.5049E+10
235551,0.2871E-03,0.3538E-03,0.2506E-03,0.6665E+10,0.7520E+10,0.5326E+10
235601,0.2630E-03,0.3231E-03,0.2205E-03,0.7243E+10,0.8546E+10,0.5834E+10
235651,0.2389E-03,0.3176E-03,0.2112E-03,0.7984E+10,0.8925E+10,0.5936E+10
235701,0.2517E-03,0.3872E-03,0.2193E-03,0.7732E+10,0.8597E+10,0.4870E+10
235751,0.2695E-03,0.3707E-03,0.2201E-03,0.7210E+10,0.8570E+10,0.5087E+10
235801,0.3060E-03,0.3550E-03,0.2480E-03,0.6271E+10,0.7608E+10,0.5314E+10
235851,0.2569E-03,0.2999E-03,0.2289E-03,0.7398E+10,0.8244E+10,0.6291E+10
235901,0.2279E-03,0.2658E-03,0.2074E-03,0.8333E+10,0.9098E+10,0.7099E+10
235951,0.2442E-03,0.2670E-03,0.2303E-03,0.7746E+10,0.8196E+10,0.7069E+10
236001,0.2478E-03,0.2964E-03,0.2203E-03,0.7701E+10,0.8570E+10,0.6371E+10
236051,0.2495E-03,0.2789E-03,0.2279E-03,0.7591E+10,0.8285E+10,0.6770E+10
236101,0.2908E-03,0.3719E-03,0.2344E-03,0.6627E+10,0.8059E+10,0.5078E+10
236151,0.2685E-03,0.4871E-03,0.2148E-03,0.7381E+10,0.8795E+10,0.3879E+10
236201,0.2336E-03,0.2725E-03,0.2065E-03,0.8191E+10,0.9152E+10,0.6934E+10
236251,0.2475E-03,0.2544E-03,0.2372E-03,0.7640E+10,0.7967E+10,0.7429E+10
236301,0.2495E-03,0.3004E-03,0.2165E-03,0.7654E+10,0.8732E+10,0.6293E+10
236351,0.2527E-03,0.2880E-03,0.2131E-03,0.7541E+10,0.8871E+10,0.6565E+10
236401,0.2838E-03,0.3421E-03,0.2272E-03,0.6810E+10,0.8324E+10,0.5528E+10
236451,0.2634E-03,0.3083E-03,0.2298E-03,0.7255E+10,0.8230E+10,0.6136E+10
236501,0.2238E-03,0.2506E-03,0.2084E-03,0.8490E+10,0.9080E+10,0.7551E+10
236551,0.2528E-03,0.2732E-03,0.2413E-03,0.7496E+10,0.7843E+10,0.6926E+10
236601,0.2669E-03,0.3707E-03,0.2174E-03,0.7303E+10,0.8705E+10,0.5105E+10
236651,0.2547E-03,0.2825E-03,0.2115E-03,0.7499E+10,0.8952E+10,0.6701E+10
236701,0.2787E-03,0.4363E-03,0.2286E-03,0.7037E+10,0.8282E+10,0.4340E+10
236751,0.2519E-03,0.2770E-03,0.2265E-03,0.7544E+10,0.8362E+10,0.6837E+10
236801,0.2389E-03,0.3197E-03,0.2089E-03,0.8069E+10,0.9070E+10,0.5925E+10
236851,0.2649E-03,0.3107E-03,0.2217E-03,0.7209E+10,0.8546E+10,0.6099E+10
236901,0.2481E-03,0.3467E-03,0.2146E-03,0.7793E+10,0.8832E+10,0.5467E+10
236951,0.2438E-03,0.2661E-03,0.2134E-03,0.7807E+10,0.8884E+10,0.7124E+10
237001,0.2605E-03,0.3419E-03,0.2108E-03,0.7453E+10,0.8996E+10,0.5546E+10
237051,0.2664E-03,0.3400E-03,0.2432E-03,0.7225E+10,0.7798E+10,0.5578E+10
237101,0.2748E-03,0.3738E-03,0.2160E-03,0.7173E+10,0.8781E+10,0.5074E+10
237151,0.2552E-03,0.2942E-03,0.2360E-03,0.7460E+10,0.8038E+10,0.6449E+10
237201,0.2408E-03,0.3085E-03,0.2141E-03,0.7953E+10,0.8863E+10,0.6151E+10
237251,0.2356E-03,0.2534E-03,0.2143E-03,0.8074E+10,0.8855E+10,0.7489E+10
237301,0.2419E-03,0.2732E-03,0.2110E-03,0.7922E+10,0.8997E+10,0.6948E+10
237351,0.2800E-03,0.3176E-03,0.2458E-03,0.6848E+10,0.7725E+10,0.5979E+10
237401,0.2720E-03,0.3371E-03,0.2420E-03,0.7049E+10,0.7848E+10,0.5634E+10
237451,0.2575E-03,0.3350E-03,0.2303E-03,0.7452E+10,0.8248E+10,0.5671E+10
237501,0.2234E-03,0.2627E-03,0.2141E-03,0.8536E+10,0.8874E+10,0.7232E+10
237551,0.2908E-03,0.3355E-03,0.2298E-03,0.6631E+10,0.8269E+10,0.5665E+10
237601,0.2552E-03,0.2959E-03,0.2255E-03,0.7515E+10,0.8428E+10,0.6424E+10
237651,0.3178E-03,0.4256E-03,0.2465E-03,0.6240E+10,0.7712E+10,0.4467E+10
237701,0.2522E-03,0.3233E-03,0.2120E-03,0.7709E+10,0.8972E+10,0.5882E+10
237751,0.2572E-03,0.2992E-03,0.2244E-03,0.7463E+10,0.8478E+10,0.6357E+10
237801,0.2270E-03,0.2506E-03,0.2165E-03,0.8398E+10,0.8788E+10,0.7592E+10
237851,0.2600E-03,0.3150E-03,0.2205E-03,0.7398E+10,0.8628E+10,0.6042E+10
237901,0.2519E-03,0.2761E-03,0.2291E-03,0.7589E+10,0.8307E+10,0.6893E+10
237951,0.2680E-03,0.3166E-03,0.2449E-03,0.7157E+10,0.7774E+10,0.6012E+10
238001,0.2639E-03,0.4487E-03,0.2174E-03,0.7513E+10,0.8757E+10,0.4243E+10
238051,0.2383E-03,0.2668E-03,0.2089E-03,0.8056E+10,0.9118E+10,0.7138E+10
238101,0.2389E-03,0.2995E-03,0.2248E-03,0.8024E+10,0.8472E+10,0.6361E+10
238151,0.2467E-03,0.3250E-03,0.2179E-03,0.7828E+10,0.8743E+10,0.5863E+10
238201,0.2634E-03,0.3040E-03,0.2377E-03,0.7286E+10,0.8017E+10,0.6269E+10
238251,0.2761E-03,0.3471E-03,0.2437E-03,0.6976E+10,0.7822E+10,0.5491E+10
238301,0.2785E-03,0.4568E-03,0.2277E-03,0.7155E+10,0.8373E+10,0.4173E+10
